ID,GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
4914,male,university,upper class,0.520432184,1,before 2015,1,1,32765,5000,sedan,10,2,43,11,1
4915,female,high school,upper class,0.606053051,1,before 2015,0,1,32765,10000,sedan,1,0,38,11,0
4916,male,university,upper class,0.493034347,0,after 2015,1,1,10238,10000,sedan,3,4,55,29,0
4917,male,university,upper class,0.646844556,1,before 2015,0,1,32765,10000,sedan,4,0,33,11,0
4918,male,none,working class,0.352734746,0,before 2015,0,1,32765,12000,sedan,0,0,38,0,1
4919,male,university,middle class,0.359061702,1,before 2015,1,1,10238,8000,sedan,0,0,20,1,0
4920,male,university,working class,0.3877044,1,before 2015,0,1,32765,10000,sedan,0,0,18,4,0
4921,male,high school,upper class,0.681440775,1,before 2015,0,1,32765,10000,sedan,5,0,66,22,0
4922,female,high school,working class,0.301878474,1,before 2015,0,0,32765,8000,sedan,1,0,26,19,0
4923,male,high school,working class,0.379107303,0,after 2015,0,0,92101,12000,sedan,0,0,19,3,1
4924,male,university,upper class,0.424515128,1,after 2015,0,1,32765,13000,sedan,7,3,78,38,0
4925,female,high school,upper class,0.545691476,1,before 2015,1,1,32765,9000,sedan,4,0,63,11,0
4926,female,none,poverty,0.478258426,0,before 2015,0,1,32765,9000,sedan,2,0,26,13,0
4927,male,university,upper class,0.604790372,0,after 2015,1,1,10238,15000,sedan,0,3,33,10,0
4928,female,none,middle class,0.407669494,0,before 2015,0,1,32765,10000,sedan,3,1,62,27,0
4929,male,high school,upper class,0.678048255,1,after 2015,1,1,10238,10000,sedan,0,0,73,4,0
4930,female,high school,upper class,0.655293217,1,before 2015,1,1,10238,13000,sports car,0,0,59,19,0
4931,female,high school,working class,0.563520097,1,before 2015,0,1,10238,12000,sedan,0,0,36,9,0
4932,female,none,poverty,0.346307721,0,before 2015,0,0,10238,16000,sedan,0,0,24,3,1
4933,female,university,upper class,0.646527841,1,before 2015,1,1,10238,9000,sedan,0,0,58,6,0
4934,male,university,upper class,0.59635316,1,before 2015,1,0,32765,11000,sedan,0,0,56,0,1
4935,male,university,upper class,0.583057083,1,after 2015,1,1,10238,12000,sedan,0,1,28,17,0
4936,female,high school,working class,0.521221563,1,after 2015,0,0,32765,13000,sedan,0,0,21,4,0
4937,female,high school,upper class,0.588802139,1,before 2015,1,1,10238,11000,sedan,2,2,67,23,0
4938,male,high school,middle class,0.505244184,1,before 2015,1,1,32765,9000,sedan,5,1,32,11,1
4939,male,university,upper class,0.78406835,1,before 2015,1,1,10238,8000,sedan,2,2,71,13,0
4940,male,high school,poverty,0.230032413,1,before 2015,0,1,10238,14000,sedan,2,1,26,12,0
4941,female,university,upper class,0.611830137,1,after 2015,1,1,10238,11000,sedan,0,0,51,0,0
4942,male,high school,middle class,0.43188167,1,before 2015,0,0,10238,15000,sedan,0,1,39,14,1
4943,female,none,poverty,0.457801401,0,before 2015,0,1,10238,12000,sedan,0,0,22,3,1
4944,male,university,middle class,0.44840829,1,after 2015,0,1,10238,12000,sedan,1,1,59,24,0
4945,male,high school,middle class,0.49511015,1,before 2015,1,1,10238,10000,sedan,5,2,74,27,0
4946,male,university,upper class,0.743968762,1,after 2015,1,1,10238,11000,sedan,3,1,56,29,0
4947,female,none,poverty,0.443185424,1,before 2015,1,1,32765,8000,sedan,0,0,37,9,0
4948,male,none,upper class,0.581998232,1,before 2015,1,1,10238,11000,sedan,0,0,64,10,0
4949,female,none,working class,0.517234013,0,before 2015,0,1,32765,9000,sedan,1,1,39,18,0
4950,female,high school,upper class,0.686834805,1,after 2015,1,1,10238,15000,sedan,0,0,74,9,0
4951,male,high school,upper class,0.657579808,1,before 2015,1,1,10238,11000,sedan,2,3,78,28,0
4952,female,none,poverty,0.403742119,1,before 2015,1,1,10238,13000,sedan,0,0,31,16,0
4953,male,high school,middle class,0.613389692,0,before 2015,0,0,10238,12000,sedan,0,0,28,3,1
4954,female,high school,middle class,0.64994012,1,before 2015,1,1,10238,13000,sedan,5,0,74,40,0
4955,female,high school,middle class,0.530373138,1,before 2015,1,1,10238,9000,sedan,0,0,33,7,1
4956,female,high school,working class,0.38115045,0,before 2015,1,1,10238,14000,sedan,0,0,19,3,1
4957,male,university,upper class,0.514776489,1,before 2015,0,0,32765,12000,sedan,10,2,44,22,1
4958,male,university,upper class,0.636166501,1,after 2015,1,1,10238,14000,sedan,6,3,76,40,0
4959,female,university,working class,0.317883403,0,before 2015,1,0,32765,13000,sedan,0,0,28,18,0
4960,female,none,poverty,0.228864945,0,before 2015,0,0,32765,13000,sedan,0,0,25,4,1
4961,male,none,middle class,0.537910971,1,before 2015,1,1,10238,10000,sedan,1,5,54,13,0
4962,female,high school,working class,0.513051345,0,after 2015,0,0,10238,16000,sedan,0,0,17,1,0
4963,male,university,upper class,0.633071231,1,after 2015,1,1,21217,9000,sedan,1,1,67,18,1
4964,male,university,upper class,0.555624683,1,after 2015,1,1,10238,10000,sedan,0,0,68,4,0
4965,male,university,middle class,0.518764641,1,before 2015,0,1,10238,16000,sedan,6,3,74,39,0
4966,female,university,upper class,0.52284358,1,before 2015,1,0,10238,14000,sedan,0,2,40,24,0
4967,male,high school,upper class,0.622066443,1,before 2015,1,1,10238,12000,sedan,3,2,73,29,0
4968,female,university,upper class,0.642527092,1,before 2015,1,1,10238,12000,sedan,1,1,60,23,0
4969,male,none,poverty,0.337590514,0,before 2015,1,1,32765,12000,sedan,4,0,36,11,1
4970,male,none,working class,0.319950572,1,before 2015,1,1,10238,13000,sports car,0,0,35,8,1
4971,male,university,middle class,0.608056074,1,after 2015,0,1,32765,9000,sedan,0,3,58,14,0
4972,male,university,middle class,0.683451172,0,before 2015,0,0,10238,15000,sedan,2,0,27,12,0
4973,female,high school,upper class,0.712022548,1,before 2015,0,0,32765,15000,sedan,0,0,33,6,1
4974,female,high school,poverty,0.429730579,0,before 2015,0,0,10238,17000,sedan,0,0,29,17,0
4975,male,high school,middle class,0.333393677,1,before 2015,1,0,10238,13000,sedan,1,1,38,18,0
4976,male,none,working class,0.366169799,1,before 2015,0,0,10238,14000,sedan,0,0,32,4,1
4977,male,university,working class,0.602460484,1,before 2015,0,1,10238,14000,sedan,0,0,30,9,0
4978,female,none,working class,0.427373364,1,before 2015,0,1,32765,10000,sedan,3,0,40,12,0
4979,female,none,poverty,0.424731218,0,before 2015,0,0,10238,19000,sedan,1,0,36,15,1
4980,female,high school,working class,0.398508074,1,before 2015,1,0,10238,11000,sedan,0,0,18,1,0
4981,male,high school,middle class,0.436547666,1,before 2015,1,1,32765,10000,sedan,2,2,36,18,0
4982,female,high school,working class,0.384640372,0,before 2015,0,1,10238,11000,sedan,0,1,26,19,0
4983,female,none,working class,0.404005199,0,before 2015,0,1,10238,9000,sedan,0,0,25,0,0
4984,female,university,upper class,0.653114566,1,before 2015,0,0,32765,10000,sedan,0,0,17,6,1
4985,female,high school,working class,0.490724054,1,before 2015,0,0,10238,15000,sedan,0,0,17,3,1
4986,female,university,middle class,0.441195993,1,before 2015,0,0,32765,10000,sedan,0,0,19,3,0
4987,male,university,upper class,0.544228947,0,before 2015,1,1,32765,7000,sedan,12,6,59,28,0
4988,male,high school,upper class,0.749427817,1,after 2015,1,1,10238,9000,sedan,7,6,68,40,0
4989,female,high school,upper class,0.670572303,1,before 2015,0,1,32765,10000,sedan,0,0,32,2,1
4990,female,none,working class,0.686794998,1,before 2015,0,1,10238,13000,sedan,0,0,39,18,0
4991,female,high school,working class,0.49406698,0,before 2015,0,1,92101,10000,sedan,2,0,28,11,0
4992,male,university,upper class,0.78969707,1,after 2015,1,1,32765,6000,sedan,4,1,65,15,0
4993,male,none,working class,0.35772906,1,before 2015,1,1,10238,8000,sports car,3,1,33,16,0
4994,female,high school,middle class,0.443200364,1,before 2015,1,1,10238,11000,sedan,0,0,36,14,0
4995,female,high school,poverty,0.383702615,0,before 2015,0,0,10238,17000,sedan,0,0,24,2,1
4996,male,high school,upper class,0.468382415,1,before 2015,1,1,10238,11000,sedan,1,7,57,20,0
4997,male,none,poverty,0.363515582,0,before 2015,0,1,10238,15000,sedan,0,2,27,12,1
4998,male,high school,poverty,0.452676559,0,before 2015,1,0,10238,12000,sedan,0,0,18,6,1
4999,female,university,upper class,0.544818375,0,after 2015,0,0,32765,10000,sedan,0,0,78,9,1
5000,female,high school,upper class,0.758864049,1,before 2015,1,1,10238,13000,sedan,5,1,45,28,0
5001,female,high school,poverty,0.339739969,0,before 2015,0,0,32765,14000,sedan,1,0,27,16,1
5002,female,high school,upper class,0.529029505,0,after 2015,0,0,10238,16000,sedan,1,1,33,12,0
5003,female,high school,middle class,0.453868484,0,before 2015,0,1,32765,13000,sedan,0,0,33,4,0
5004,male,university,upper class,0.551589194,1,after 2015,0,1,10238,11000,sedan,1,0,36,16,0
5005,male,high school,upper class,0.58367167,1,after 2015,1,1,10238,13000,sedan,2,2,75,14,0
5006,female,none,working class,0.425372617,0,after 2015,1,1,10238,9000,sports car,2,1,58,10,0
5007,female,none,working class,0.428447378,1,before 2015,0,1,10238,11000,sedan,1,0,39,15,0
5008,female,high school,upper class,0.77213039,1,before 2015,1,1,10238,10000,sedan,0,0,80,15,0
5009,male,university,upper class,0.514060292,1,before 2015,1,1,10238,10000,sedan,0,2,75,16,0
5010,female,university,middle class,0.528327409,0,after 2015,1,1,10238,10000,sports car,0,0,41,5,0
5011,male,university,upper class,0.597851084,1,before 2015,1,0,10238,12000,sedan,0,1,71,14,0
5012,female,high school,working class,0.458634649,1,before 2015,0,1,10238,14000,sedan,1,0,33,17,0
5013,male,none,poverty,0.384404201,0,before 2015,0,1,92101,11000,sedan,0,0,21,5,1
5014,female,university,upper class,0.740187089,1,before 2015,1,1,10238,8000,sedan,0,0,68,7,1
5015,female,high school,upper class,0.724651626,1,after 2015,0,1,10238,15000,sedan,0,0,75,5,0
5016,male,university,middle class,0.464160708,0,before 2015,0,0,10238,16000,sedan,0,0,30,11,0
5017,male,high school,upper class,0.634372502,1,after 2015,1,0,32765,11000,sedan,11,5,65,34,0
5018,male,university,upper class,0.732778254,1,after 2015,0,0,10238,11000,sedan,3,4,51,29,0
5019,female,high school,poverty,0.277153328,1,before 2015,1,0,21217,15000,sedan,0,0,17,9,1
5020,male,high school,working class,0.381262307,1,after 2015,1,1,10238,9000,sedan,3,2,30,14,0
5021,male,none,poverty,0.23235342,1,before 2015,0,1,10238,12000,sedan,0,0,24,9,0
5022,female,none,middle class,0.54722453,1,before 2015,1,1,10238,10000,sedan,4,2,43,16,0
5023,male,university,upper class,0.63075663,1,after 2015,1,1,10238,10000,sedan,1,2,32,11,0
5024,female,university,upper class,0.649502397,1,before 2015,1,1,21217,14000,sedan,1,0,41,25,1
5025,male,high school,upper class,0.536008883,1,before 2015,1,1,10238,12000,sedan,0,1,73,12,0
5026,female,university,working class,0.567924536,0,before 2015,1,1,10238,10000,sports car,0,1,50,16,0
5027,male,high school,middle class,0.408686698,1,before 2015,0,1,32765,9000,sedan,0,0,23,3,1
5028,female,high school,middle class,0.424879844,1,after 2015,1,1,10238,10000,sedan,2,2,74,31,0
5029,female,high school,middle class,0.548707371,1,before 2015,1,1,10238,11000,sedan,0,1,78,14,0
5030,female,none,poverty,0.395967925,0,before 2015,0,1,10238,14000,sedan,0,0,23,9,1
5031,female,university,working class,0.314822345,1,before 2015,0,1,10238,14000,sedan,1,0,29,11,0
5032,male,high school,poverty,0.207432546,0,before 2015,0,0,10238,16000,sedan,2,0,40,28,0
5033,female,university,upper class,0.686709621,1,before 2015,0,1,32765,11000,sedan,5,1,59,28,0
5034,male,university,upper class,0.71991879,1,after 2015,1,1,10238,11000,sedan,0,3,30,12,0
5035,male,high school,upper class,0.51294151,1,after 2015,1,0,10238,16000,sedan,0,1,36,17,0
5036,male,none,poverty,0.2992844,0,before 2015,0,1,32765,13000,sedan,0,0,18,7,1
5037,female,none,poverty,0.391278986,0,before 2015,1,1,10238,9000,sedan,0,1,36,17,0
5038,female,university,upper class,0.573599841,1,after 2015,1,1,32765,11000,sedan,0,0,21,7,0
5039,female,high school,middle class,0.431236178,1,before 2015,0,0,10238,13000,sedan,1,0,29,12,1
5040,male,high school,poverty,0.211423885,1,before 2015,1,1,10238,8000,sedan,0,0,27,15,0
5041,male,none,poverty,0.383862478,1,before 2015,0,0,10238,14000,sedan,0,0,16,8,0
5042,female,none,middle class,0.514175054,1,after 2015,0,0,10238,14000,sedan,0,1,35,19,0
5043,female,high school,middle class,0.554678071,0,before 2015,1,1,10238,10000,sedan,1,3,56,19,0
5044,female,high school,working class,0.473993827,1,before 2015,1,0,92101,14000,sedan,1,0,37,12,0
5045,female,high school,upper class,0.443485569,1,before 2015,1,0,10238,10000,sedan,0,3,42,29,0
5046,male,none,poverty,0.273095992,0,before 2015,0,1,10238,14000,sedan,0,0,17,7,1
5047,male,none,poverty,0.384700194,0,before 2015,0,0,10238,17000,sedan,0,1,29,17,1
5048,male,university,upper class,0.629297134,1,after 2015,1,1,10238,10000,sedan,0,0,27,0,0
5049,male,none,poverty,0.307748313,0,before 2015,1,1,10238,16000,sedan,0,2,38,14,0
5050,female,university,upper class,0.515277493,1,after 2015,1,1,10238,11000,sedan,2,2,66,32,0
5051,female,high school,working class,0.346071743,1,before 2015,0,0,10238,18000,sedan,0,0,18,3,1
5052,female,university,upper class,0.753688692,1,before 2015,0,1,32765,12000,sedan,0,0,32,4,0
5053,female,university,upper class,0.77241067,1,before 2015,1,1,10238,9000,sedan,2,2,50,27,0
5054,male,high school,middle class,0.480615538,1,before 2015,1,1,32765,11000,sedan,5,3,28,18,0
5055,female,high school,middle class,0.679794908,0,before 2015,0,0,32765,15000,sedan,1,0,29,14,1
5056,male,university,upper class,0.691937854,1,after 2015,1,1,10238,11000,sedan,4,8,67,35,0
5057,male,university,upper class,0.555989075,1,after 2015,0,0,10238,19000,sedan,0,1,62,21,0
5058,female,university,working class,0.399062105,1,before 2015,1,0,32765,11000,sedan,0,0,30,15,0
5059,female,high school,upper class,0.598646442,1,after 2015,1,1,10238,9000,sedan,6,6,79,20,0
5060,male,none,poverty,0.283773193,1,before 2015,1,0,10238,16000,sports car,0,0,17,6,0
5061,female,high school,upper class,0.602104735,0,before 2015,1,1,10238,8000,sedan,1,1,75,18,1
5062,male,university,upper class,0.456225049,1,after 2015,0,1,10238,13000,sedan,0,0,30,5,0
5063,female,none,poverty,0.432797701,1,before 2015,0,0,10238,16000,sedan,0,0,22,7,0
5064,male,none,upper class,0.787996019,1,after 2015,1,1,32765,9000,sedan,0,0,43,5,0
5065,male,university,upper class,0.514828009,1,before 2015,1,1,10238,14000,sedan,1,2,73,39,0
5066,female,university,upper class,0.486934889,1,before 2015,0,1,32765,12000,sedan,3,0,70,35,0
5067,female,high school,poverty,0.477669911,1,before 2015,0,0,32765,13000,sedan,2,0,39,10,0
5068,female,high school,poverty,0.435228472,0,after 2015,0,1,10238,12000,sedan,0,0,31,13,0
5069,female,high school,middle class,0.519365168,1,after 2015,0,0,10238,10000,sedan,0,0,21,3,0
5070,male,university,upper class,0.512046976,1,before 2015,1,1,10238,9000,sedan,0,3,59,22,0
5071,male,high school,middle class,0.444513963,0,after 2015,1,1,92101,11000,sedan,6,4,61,24,0
5072,female,university,middle class,0.641599291,1,before 2015,1,1,10238,13000,sedan,0,0,78,33,0
5073,male,high school,upper class,0.650809462,1,before 2015,1,1,92101,10000,sedan,0,0,79,7,1
5074,male,high school,upper class,0.532227545,1,before 2015,0,1,10238,14000,sedan,1,3,41,24,0
5075,female,high school,upper class,0.551247795,1,before 2015,1,1,10238,12000,sedan,0,0,32,0,1
5076,male,high school,middle class,0.558219929,0,before 2015,1,1,10238,11000,sports car,4,3,41,21,0
5077,female,high school,middle class,0.500708467,0,before 2015,1,0,10238,13000,sedan,0,0,27,18,0
5078,male,none,poverty,0.250138462,0,before 2015,0,1,10238,17000,sedan,1,0,39,10,1
5079,male,university,upper class,0.691715358,1,before 2015,1,1,10238,13000,sedan,0,0,57,4,0
5080,male,university,upper class,0.389426691,1,before 2015,1,1,10238,12000,sedan,0,6,75,33,0
5081,male,high school,middle class,0.599420134,1,before 2015,0,1,10238,14000,sedan,3,1,43,29,0
5082,female,university,middle class,0.665574912,1,after 2015,0,0,10238,12000,sedan,0,0,27,0,0
5083,male,none,poverty,0.399372168,0,before 2015,0,1,10238,14000,sedan,0,3,26,17,1
5084,male,none,poverty,0.442071294,0,before 2015,1,0,10238,11000,sedan,0,0,18,2,1
5085,male,high school,poverty,0.273527899,0,before 2015,0,1,92101,13000,sedan,0,0,24,4,1
5086,female,university,middle class,0.598497184,1,before 2015,0,1,10238,12000,sedan,0,1,38,12,0
5087,female,university,middle class,0.540616132,1,before 2015,0,1,10238,12000,sedan,0,0,24,9,1
5088,female,none,poverty,0.428487251,1,before 2015,0,1,10238,14000,sedan,0,0,21,6,1
5089,female,high school,working class,0.634451264,0,before 2015,0,0,10238,19000,sedan,0,0,16,5,1
5090,male,high school,working class,0.284982922,1,before 2015,0,1,32765,12000,sedan,6,0,39,18,1
5091,male,university,middle class,0.473143581,1,before 2015,0,1,10238,10000,sedan,3,6,42,23,0
5092,female,university,middle class,0.543460854,1,before 2015,1,0,10238,11000,sedan,0,0,34,9,1
5093,female,high school,poverty,0.208410669,0,before 2015,0,1,32765,8000,sedan,0,0,23,8,1
5094,male,university,upper class,0.647924548,1,before 2015,1,1,10238,10000,sedan,0,0,78,0,1
5095,female,high school,upper class,0.500973975,1,before 2015,1,1,32765,6000,sedan,2,1,39,14,0
5096,female,high school,middle class,0.434556767,1,before 2015,1,0,10238,12000,sedan,1,0,64,22,0
5097,female,university,upper class,0.820019688,1,after 2015,1,1,10238,15000,sedan,1,1,67,37,0
5098,female,high school,poverty,0.315906685,0,before 2015,0,0,32765,12000,sedan,0,0,17,1,1
5099,female,high school,upper class,0.667724383,1,before 2015,1,1,10238,11000,sedan,0,5,48,27,0
5100,female,university,working class,0.387867467,1,before 2015,1,1,32765,9000,sedan,0,0,35,7,0
5101,male,none,working class,0.37982295,1,before 2015,1,1,32765,10000,sedan,1,1,56,17,0
5102,female,high school,working class,0.384465113,1,before 2015,1,1,10238,11000,sedan,0,2,34,14,0
5103,male,high school,upper class,0.573968877,1,after 2015,1,1,10238,13000,sedan,3,8,79,40,0
5104,female,none,poverty,0.177443078,1,before 2015,0,0,32765,9000,sedan,0,0,19,0,1
5105,male,none,poverty,0.421952098,0,before 2015,0,1,10238,15000,sedan,0,0,21,7,1
5106,male,university,upper class,0.554273524,0,before 2015,1,1,10238,11000,sedan,0,0,30,6,1
5107,female,high school,upper class,0.485409611,0,after 2015,1,1,10238,9000,sedan,2,3,53,25,0
5108,female,university,upper class,0.467913833,1,before 2015,1,1,10238,10000,sedan,0,0,42,11,0
5109,female,high school,upper class,0.738924453,1,after 2015,1,0,10238,12000,sedan,1,0,68,32,0
5110,male,university,upper class,0.751226425,1,after 2015,0,1,10238,16000,sedan,0,0,68,18,0
5111,male,high school,working class,0.458388234,1,before 2015,0,1,10238,16000,sedan,0,0,18,3,1
5112,male,high school,middle class,0.298873586,1,before 2015,0,1,10238,11000,sedan,1,8,47,28,0
5113,male,high school,upper class,0.500780933,1,before 2015,1,1,10238,12000,sedan,3,4,68,29,0
5114,male,none,poverty,0.362921533,1,before 2015,1,1,32765,10000,sedan,0,0,24,2,1
5115,male,university,upper class,0.868213139,1,after 2015,1,1,10238,12000,sedan,3,6,66,32,0
5116,female,none,working class,0.601329471,0,before 2015,1,0,92101,12000,sedan,0,0,53,7,1
5117,male,university,upper class,0.671440077,1,after 2015,0,1,32765,11000,sedan,2,1,44,22,0
5118,male,university,upper class,0.609543588,1,after 2015,1,1,10238,13000,sedan,0,0,35,2,0
5119,female,university,upper class,0.587525322,1,before 2015,0,0,32765,11000,sports car,2,0,35,17,0
5120,male,high school,middle class,0.488869349,1,after 2015,0,1,10238,12000,sedan,2,0,39,12,0
5121,male,none,poverty,0.361560412,0,before 2015,0,1,10238,12000,sedan,0,0,17,3,1
5122,female,university,upper class,0.699849586,1,before 2015,0,0,32765,12000,sedan,7,0,50,29,0
5123,female,high school,upper class,0.738397964,1,after 2015,0,1,10238,11000,sedan,1,2,49,15,0
5124,male,high school,middle class,0.55220463,1,after 2015,1,0,32765,12000,sedan,6,3,52,26,0
5125,male,university,upper class,0.616177298,1,after 2015,1,1,92101,10000,sedan,8,8,72,37,0
5126,male,none,working class,0.514265149,0,before 2015,0,1,10238,12000,sedan,2,2,26,13,1
5127,female,high school,upper class,0.712662757,1,before 2015,0,0,32765,15000,sedan,0,1,33,15,0
5128,male,university,upper class,0.485670651,1,after 2015,1,1,10238,12000,sedan,2,3,46,26,0
5129,male,high school,upper class,0.530349303,1,before 2015,1,1,10238,10000,sedan,1,3,51,19,0
5130,male,university,middle class,0.496533874,1,before 2015,1,1,10238,6000,sedan,0,0,18,9,0
5131,female,high school,poverty,0.41975845,0,before 2015,0,1,32765,10000,sedan,2,0,32,16,1
5132,male,none,poverty,0.407351969,0,before 2015,0,0,10238,15000,sedan,0,0,17,9,1
5133,female,university,upper class,0.625832298,0,before 2015,0,1,10238,12000,sedan,0,2,51,17,0
5134,female,high school,upper class,0.729830882,1,after 2015,1,0,32765,12000,sedan,4,0,75,36,0
5135,male,university,upper class,0.569522638,0,before 2015,1,1,10238,8000,sedan,5,8,80,34,0
5136,male,university,upper class,0.502944292,1,before 2015,1,1,92101,13000,sedan,0,0,34,12,0
5137,female,high school,poverty,0.333116789,0,before 2015,0,0,10238,11000,sedan,0,0,21,6,1
5138,female,university,upper class,0.756849736,1,after 2015,0,1,10238,16000,sedan,0,2,54,27,0
5139,female,high school,upper class,0.563033903,0,after 2015,1,1,10238,14000,sedan,0,0,67,0,0
5140,female,high school,upper class,0.581685554,1,before 2015,0,1,10238,14000,sedan,2,0,51,29,0
5141,male,high school,middle class,0.596363521,1,before 2015,0,1,10238,17000,sedan,0,5,51,22,0
5142,female,university,upper class,0.651812192,1,after 2015,1,1,10238,7000,sedan,2,4,47,25,0
5143,male,university,middle class,0.44585012,1,before 2015,0,1,10238,14000,sedan,1,0,33,13,1
5144,female,university,middle class,0.339641106,0,before 2015,1,1,10238,9000,sedan,1,1,35,17,0
5145,male,none,poverty,0.371918074,0,before 2015,0,1,10238,15000,sedan,0,0,22,9,1
5146,male,none,upper class,0.626890333,0,before 2015,1,1,10238,9000,sedan,1,6,75,37,0
5147,male,university,poverty,0.41869408,0,before 2015,0,1,10238,8000,sedan,0,0,22,9,1
5148,female,none,poverty,0.329235927,1,before 2015,0,0,92101,13000,sedan,0,0,23,9,1
5149,male,university,upper class,0.66217415,1,after 2015,0,1,10238,13000,sedan,1,1,63,11,0
5150,female,none,poverty,0.494878343,0,before 2015,1,1,10238,3000,sedan,0,0,20,4,1
5151,male,high school,upper class,0.651024542,1,after 2015,0,0,92101,12000,sedan,0,0,36,18,0
5152,female,none,working class,0.490568643,1,before 2015,0,1,10238,13000,sedan,0,0,36,7,0
5153,female,university,middle class,0.557129236,1,before 2015,1,1,32765,9000,sedan,3,0,61,27,0
5154,female,university,upper class,0.698896986,1,after 2015,1,1,10238,10000,sedan,0,0,34,10,0
5155,male,university,middle class,0.541370554,0,before 2015,0,1,10238,11000,sedan,3,6,50,24,0
5156,male,high school,upper class,0.605052542,1,after 2015,1,1,10238,11000,sedan,8,3,71,39,0
5157,female,university,upper class,0.794314374,1,after 2015,0,1,10238,11000,sedan,0,0,27,9,0
5158,male,university,upper class,0.544645626,1,after 2015,1,0,10238,9000,sedan,1,1,27,12,0
5159,male,university,upper class,0.694626723,1,after 2015,1,1,32765,12000,sedan,3,0,56,20,0
5160,male,high school,poverty,0.349790091,0,before 2015,0,1,32765,10000,sedan,0,0,33,4,1
5161,male,high school,middle class,0.600552799,0,before 2015,0,1,32765,8000,sedan,8,3,46,22,0
5162,female,none,poverty,0.212540231,1,before 2015,1,1,10238,15000,sedan,0,1,36,10,0
5163,female,high school,middle class,0.481356411,1,after 2015,0,0,32765,13000,sedan,0,2,37,16,0
5164,female,university,middle class,0.562542093,0,before 2015,1,0,10238,11000,sedan,0,0,27,15,0
5165,male,none,working class,0.427075038,1,before 2015,1,1,92101,13000,sedan,2,2,44,28,0
5166,male,university,upper class,0.652263231,1,after 2015,0,1,32765,9000,sedan,3,1,52,11,0
5167,male,university,middle class,0.34395336,0,before 2015,1,1,10238,10000,sedan,1,6,46,27,0
5168,male,high school,upper class,0.638685893,1,after 2015,1,1,10238,8000,sedan,7,3,53,28,0
5169,male,university,middle class,0.606351933,0,after 2015,0,0,10238,14000,sedan,1,2,29,16,0
5170,male,none,upper class,0.550373686,0,before 2015,1,1,32765,8000,sedan,8,0,77,36,0
5171,male,university,upper class,0.408776432,1,after 2015,1,1,10238,10000,sedan,1,4,59,23,0
5172,female,university,upper class,0.629762494,1,after 2015,1,1,10238,12000,sedan,1,1,71,10,0
5173,female,high school,middle class,0.648950085,1,before 2015,1,1,10238,9000,sedan,0,0,28,15,0
5174,female,high school,upper class,0.64322464,1,after 2015,1,0,10238,11000,sedan,1,0,33,13,0
5175,male,high school,upper class,0.728075602,1,after 2015,1,0,10238,13000,sedan,4,3,75,32,0
5176,male,none,poverty,0.465475352,1,before 2015,0,0,10238,14000,sedan,0,0,34,7,0
5177,female,none,poverty,0.322394591,0,before 2015,0,0,10238,16000,sedan,0,1,33,11,0
5178,male,university,upper class,0.557714311,1,after 2015,1,0,10238,14000,sedan,0,0,43,4,0
5179,female,university,upper class,0.488003223,1,before 2015,0,1,10238,10000,sedan,2,1,40,13,0
5180,female,high school,middle class,0.626643104,1,after 2015,0,1,10238,14000,sedan,0,0,32,0,0
5181,female,university,upper class,0.60595296,1,before 2015,0,1,10238,13000,sedan,3,0,46,23,0
5182,female,university,upper class,0.598030558,1,after 2015,0,0,10238,12000,sedan,0,1,33,18,0
5183,female,university,middle class,0.600271551,1,before 2015,0,1,32765,11000,sedan,0,0,19,5,1
5184,female,high school,upper class,0.698388604,1,before 2015,0,1,10238,10000,sedan,5,4,69,40,0
5185,female,university,upper class,0.57042822,1,before 2015,1,1,10238,9000,sports car,2,3,74,24,0
5186,female,high school,upper class,0.639193112,1,before 2015,1,1,21217,11000,sedan,0,0,74,6,1
5187,male,none,poverty,0.384234229,0,before 2015,0,1,10238,9000,sedan,0,0,24,7,1
5188,male,high school,upper class,0.555018213,1,before 2015,0,1,10238,12000,sedan,1,1,53,11,0
5189,male,university,working class,0.397698378,0,before 2015,0,1,10238,11000,sedan,0,0,21,0,1
5190,female,university,upper class,0.683735379,1,before 2015,1,1,10238,8000,sedan,2,4,43,28,0
5191,female,none,poverty,0.282273795,0,before 2015,0,0,32765,12000,sedan,2,0,34,17,1
5192,male,high school,middle class,0.45567789,0,before 2015,0,0,10238,18000,sedan,0,0,18,7,1
5193,male,university,middle class,0.544392588,0,before 2015,1,1,32765,12000,sedan,0,0,23,3,1
5194,male,none,working class,0.530318692,1,before 2015,0,1,32765,8000,sedan,9,1,54,29,1
5195,female,university,upper class,0.679989387,0,after 2015,0,0,10238,16000,sedan,4,0,51,25,0
5196,female,none,working class,0.432841889,1,before 2015,0,1,32765,8000,sedan,2,3,35,15,0
5197,female,university,poverty,0.445814565,0,before 2015,0,1,10238,14000,sedan,0,0,16,4,1
5198,male,none,poverty,0.343619433,0,before 2015,0,0,10238,13000,sedan,0,0,39,0,1
5199,female,university,middle class,0.598701052,1,after 2015,1,1,10238,14000,sedan,0,0,56,0,0
